#drkcfile delivery-date activation-date delivery-mjd activation-mjd useafter useafter-mjd
zcv1953li_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-24 57258.353472
zcv1953mi_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-25 57259.202778
zcv1953ni_dkc.fits 2016-01-14 2016-02-23 57401.5875 57441.766667 2015-08-26 57260.127778
zcv1953oi_dkc.fits 2016-01-14 2016-02-23 57401.588194 57441.766667 2015-08-27 57261.213194
zcv1953pi_dkc.fits 2016-01-14 2016-02-23 57401.588194 57441.766667 2015-08-28 57262.013194
zcv1953qi_dkc.fits 2016-01-14 2016-02-23 57401.588194 57441.766667 2015-08-29 57263.899306
zcv1953ri_dkc.fits 2016-01-14 2016-02-23 57401.588194 57441.766667 2015-08-31 57265.026389
zcv1953si_dkc.fits 2016-01-14 2016-02-23 57401.588194 57441.766667 2015-09-01 57266.050694
zcv1953ti_dkc.fits 2016-01-14 2016-02-23 57401.588194 57441.766667 2015-09-02 57267.185417
zcv19540i_dkc.fits 2016-01-14 2016-02-23 57401.588194 57441.766667 2015-09-03 57268.226389
zcv19541i_dkc.fits 2016-01-14 2016-02-23 57401.588194 57441.766667 2015-09-04 57269.013194
zcv19542i_dkc.fits 2016-01-14 2016-02-23 57401.588194 57441.766667 2015-09-05 57270.002778
zcv19543i_dkc.fits 2016-01-14 2016-02-23 57401.588889 57441.766667 2015-09-08 57273.190278
zcv19544i_dkc.fits 2016-01-14 2016-02-23 57401.588889 57441.766667 2015-09-10 57275.226389
zcv19545i_dkc.fits 2016-01-14 2016-02-23 57401.588889 57441.766667 2015-09-11 57276.047222
zcv1956oi_dkc.fits 2016-01-14 2016-02-23 57401.680556 57441.766667 2015-09-12 57277.013889
zcv1956pi_dkc.fits 2016-01-14 2016-02-23 57401.680556 57441.766667 2015-09-13 57278.051389
zcv1956qi_dkc.fits 2016-01-14 2016-02-23 57401.680556 57441.766667 2015-09-14 57279.034722
zcv1956ri_dkc.fits 2016-01-14 2016-02-23 57401.680556 57441.766667 2015-09-14 57279.93125
zcv1956si_dkc.fits 2016-01-14 2016-02-23 57401.68125 57441.766667 2015-09-16 57281.0
zcv1956ti_dkc.fits 2016-01-14 2016-02-23 57401.68125 57441.766667 2015-09-17 57282.036111
zcv19570i_dkc.fits 2016-01-14 2016-02-23 57401.68125 57441.766667 2015-09-18 57283.0
zcv19571i_dkc.fits 2016-01-14 2016-02-23 57401.68125 57441.766667 2015-09-19 57284.070139
zcv19572i_dkc.fits 2016-01-14 2016-02-23 57401.68125 57441.766667 2015-09-20 57285.146528
zcv19573i_dkc.fits 2016-01-14 2016-02-23 57401.68125 57441.766667 2015-09-21 57286.40625
zcv19574i_dkc.fits 2016-01-14 2016-02-23 57401.68125 57441.766667 2015-09-22 57287.025694
zcv19575i_dkc.fits 2016-01-14 2016-02-23 57401.68125 57441.766667 2015-09-23 57288.735417
zcv19576i_dkc.fits 2016-01-14 2016-02-23 57401.68125 57441.766667 2015-09-24 57289.164583
zcv19577i_dkc.fits 2016-01-14 2016-02-23 57401.681944 57441.766667 2015-09-25 57290.033333
zcv19578i_dkc.fits 2016-01-14 2016-02-23 57401.681944 57441.766667 2015-09-26 57291.575
zcv19579i_dkc.fits 2016-01-14 2016-02-23 57401.681944 57441.766667 2015-09-27 57292.840972
zcv1957ai_dkc.fits 2016-01-14 2016-02-23 57401.681944 57441.766667 2015-09-28 57293.083333
zcv1957bi_dkc.fits 2016-01-14 2016-02-23 57401.681944 57441.766667 2015-09-29 57294.009722
zcv1957ci_dkc.fits 2016-01-14 2016-02-23 57401.681944 57441.766667 2015-09-30 57295.202778
zcv1957di_dkc.fits 2016-01-14 2016-02-23 57401.681944 57441.766667 2015-10-01 57296.026389
zcv1957ei_dkc.fits 2016-01-14 2016-02-23 57401.681944 57441.766667 2015-10-02 57297.0
01k1949hi_dkc.fits 2016-01-21 2016-02-23 57408.615278 57441.766667 2015-10-05 57300.852778
01k1949ii_dkc.fits 2016-01-21 2016-02-23 57408.615278 57441.766667 2015-10-08 57303.1625
01k1949ji_dkc.fits 2016-01-21 2016-02-23 57408.615278 57441.766667 2015-10-09 57304.00625
01k1949ki_dkc.fits 2016-01-21 2016-02-23 57408.615278 57441.766667 2015-10-10 57305.138889
01k1949li_dkc.fits 2016-01-21 2016-02-23 57408.615278 57441.766667 2015-10-11 57306.002778
01k1949mi_dkc.fits 2016-01-21 2016-02-23 57408.615278 57441.766667 2015-10-12 57307.125694
01k1949ni_dkc.fits 2016-01-21 2016-02-23 57408.615278 57441.766667 2015-10-13 57308.119444
01k1949oi_dkc.fits 2016-01-21 2016-02-23 57408.615972 57441.766667 2015-10-14 57309.181944
01k1949pi_dkc.fits 2016-01-21 2016-02-23 57408.615972 57441.766667 2015-10-15 57310.005556
01k1949ri_dkc.fits 2016-01-21 2016-02-23 57408.615972 57441.766667 2015-10-16 57311.2625
01k1949qi_dkc.fits 2016-01-21 2016-02-23 57408.615972 57441.766667 2015-10-16 57311.642361
01k1949si_dkc.fits 2016-01-21 2016-02-23 57408.615972 57441.766667 2015-10-17 57312.532639
01k1949ti_dkc.fits 2016-01-21 2016-02-23 57408.615972 57441.766667 2015-10-19 57314.288889
01k19500i_dkc.fits 2016-01-21 2016-02-23 57408.615972 57441.766667 2015-10-20 57315.004861
01k19501i_dkc.fits 2016-01-21 2016-02-23 57408.615972 57441.766667 2015-10-21 57316.066667
01k19502i_dkc.fits 2016-01-21 2016-02-23 57408.616667 57441.766667 2015-10-22 57317.078472
01k19503i_dkc.fits 2016-01-21 2016-02-23 57408.616667 57441.766667 2015-10-23 57318.068056
01k19504i_dkc.fits 2016-01-21 2016-02-23 57408.616667 57441.766667 2015-10-24 57319.0
01k19505i_dkc.fits 2016-01-21 2016-02-23 57408.616667 57441.766667 2015-10-25 57320.0
01k19506i_dkc.fits 2016-01-21 2016-02-23 57408.616667 57441.766667 2015-10-26 57321.252778
01k19507i_dkc.fits 2016-01-21 2016-02-23 57408.616667 57441.766667 2015-10-27 57322.025694
01k19508i_dkc.fits 2016-01-21 2016-02-23 57408.616667 57441.766667 2015-10-28 57323.370833
01k19509i_dkc.fits 2016-01-21 2016-02-23 57408.616667 57441.766667 2015-10-29 57324.074306
01k1950ai_dkc.fits 2016-01-21 2016-02-23 57408.617361 57441.766667 2015-10-30 57325.554861
01k1950bi_dkc.fits 2016-01-21 2016-02-23 57408.617361 57441.766667 2015-11-04 57330.020139
01k1950ci_dkc.fits 2016-01-21 2016-02-23 57408.617361 57441.766667 2015-11-06 57332.036111
01k1950di_dkc.fits 2016-01-21 2016-02-23 57408.617361 57441.766667 2015-11-07 57333.06875
01k1950fi_dkc.fits 2016-01-21 2016-02-23 57408.617361 57441.766667 2015-11-08 57334.245833
01k1950ei_dkc.fits 2016-01-21 2016-02-23 57408.617361 57441.766667 2015-11-08 57334.924306
01k1950hi_dkc.fits 2016-01-21 2016-02-23 57408.617361 57441.766667 2015-11-10 57336.0
01k1950gi_dkc.fits 2016-01-21 2016-02-23 57408.617361 57441.766667 2015-11-10 57336.724306
01k1950ii_dkc.fits 2016-01-21 2016-02-23 57408.618056 57441.766667 2015-11-12 57338.052083
01k1950ji_dkc.fits 2016-01-21 2016-02-23 57408.618056 57441.766667 2015-11-13 57339.002778
01k1950ki_dkc.fits 2016-01-21 2016-02-23 57408.618056 57441.766667 2015-11-14 57340.880556
01k1950li_dkc.fits 2016-01-21 2016-02-23 57408.618056 57441.766667 2015-11-16 57342.020833
01k1950mi_dkc.fits 2016-01-21 2016-02-23 57408.618056 57441.766667 2015-11-17 57343.004167
01k1950ni_dkc.fits 2016-01-21 2016-02-23 57408.618056 57441.766667 2015-11-18 57344.051389
01k1950oi_dkc.fits 2016-01-21 2016-02-23 57408.618056 57441.766667 2015-11-19 57345.136111
01k1950pi_dkc.fits 2016-01-21 2016-02-23 57408.618056 57441.766667 2015-11-20 57346.004861
01k1950qi_dkc.fits 2016-01-21 2016-02-23 57408.61875 57441.766667 2015-11-21 57347.114583
01k1950ri_dkc.fits 2016-01-21 2016-02-23 57408.61875 57441.766667 2015-11-22 57348.366667
01k1950si_dkc.fits 2016-01-21 2016-02-23 57408.61875 57441.766667 2015-11-23 57349.375694
01k1950ti_dkc.fits 2016-01-21 2016-02-23 57408.61875 57441.766667 2015-11-24 57350.550694
01k19510i_dkc.fits 2016-01-21 2016-02-23 57408.61875 57441.766667 2015-11-25 57351.151389
01k19511i_dkc.fits 2016-01-21 2016-02-23 57408.61875 57441.766667 2015-11-26 57352.286806
01k19512i_dkc.fits 2016-01-21 2016-02-23 57408.61875 57441.766667 2015-11-27 57353.355556
01k19513i_dkc.fits 2016-01-21 2016-02-23 57408.61875 57441.766667 2015-11-28 57354.0
01k19514i_dkc.fits 2016-01-21 2016-02-23 57408.619444 57441.766667 2015-11-29 57355.002778
01k19515i_dkc.fits 2016-01-21 2016-02-23 57408.619444 57441.766667 2015-12-02 57358.422917
01k19516i_dkc.fits 2016-01-21 2016-02-23 57408.619444 57441.766667 2015-12-04 57360.099306
01k19517i_dkc.fits 2016-01-21 2016-02-23 57408.619444 57441.766667 2015-12-05 57361.209028
01k19518i_dkc.fits 2016-01-21 2016-02-23 57408.619444 57441.766667 2015-12-06 57362.224306
01k19519i_dkc.fits 2016-01-21 2016-02-23 57408.619444 57441.766667 2015-12-07 57363.099306
01k1951ai_dkc.fits 2016-01-21 2016-02-23 57408.619444 57441.766667 2015-12-08 57364.134722
01k1951bi_dkc.fits 2016-01-21 2016-02-23 57408.619444 57441.766667 2015-12-10 57366.206944
01k1951ci_dkc.fits 2016-01-21 2016-02-23 57408.620139 57441.766667 2015-12-11 57367.152778
01k1951di_dkc.fits 2016-01-21 2016-02-23 57408.620139 57441.766667 2015-12-12 57368.400694
01k1951ei_dkc.fits 2016-01-21 2016-02-23 57408.620139 57441.766667 2015-12-13 57369.095833
01k1951fi_dkc.fits 2016-01-21 2016-02-23 57408.620139 57441.766667 2015-12-14 57370.110417
01k1951gi_dkc.fits 2016-01-21 2016-02-23 57408.620139 57441.766667 2015-12-15 57371.181944
01k1951hi_dkc.fits 2016-01-21 2016-02-23 57408.620139 57441.766667 2015-12-17 57373.006944
01k1951ii_dkc.fits 2016-01-21 2016-02-23 57408.620139 57441.766667 2015-12-18 57374.194444
01k1951ji_dkc.fits 2016-01-21 2016-02-23 57408.620833 57441.766667 2015-12-19 57375.875
01k1951ki_dkc.fits 2016-01-21 2016-02-23 57408.620833 57441.766667 2015-12-20 57376.16875
01k1951li_dkc.fits 2016-01-21 2016-02-23 57408.620833 57441.766667 2015-12-21 57377.683333
01k1951mi_dkc.fits 2016-01-21 2016-02-23 57408.620833 57441.766667 2015-12-23 57379.002778
01k1951ni_dkc.fits 2016-01-21 2016-02-23 57408.620833 57441.766667 2015-12-24 57380.00625
01k1951oi_dkc.fits 2016-01-21 2016-02-23 57408.620833 57441.766667 2015-12-25 57381.223611
01k1951qi_dkc.fits 2016-01-21 2016-02-23 57408.620833 57441.766667 2015-12-27 57383.011111
01k1951pi_dkc.fits 2016-01-21 2016-02-23 57408.620833 57441.766667 2015-12-27 57383.615278
0382041mi_dkc.fits 0000-00-00 0000-00-00 NA NA 2015-12-30 57386.302778
0ar21457i_dkc.fits 2016-10-28 2016-11-01 57689.579167 57693.4875 2015-12-30 57386.302778
0ar21459i_dkc.fits 2016-10-28 2016-11-01 57689.551389 57693.4875 2016-01-01 57388.120139
0382041oi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-01 57388.120139
0ar2145bi_dkc.fits 2016-10-28 2016-11-01 57689.654167 57693.4875 2016-01-02 57389.644444
0382041qi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-02 57389.644444
0ar2145di_dkc.fits 2016-10-28 2016-11-01 57689.649306 57693.4875 2016-01-03 57390.065278
0382041si_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-03 57390.065278
0ar2145fi_dkc.fits 2016-10-28 2016-11-01 57689.624306 57693.4875 2016-01-04 57391.071528
03820420i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-04 57391.071528
0ar2145hi_dkc.fits 2016-10-28 2016-11-01 57689.559722 57693.4875 2016-01-05 57392.096528
03820422i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-05 57392.096528
0ar2145ji_dkc.fits 2016-10-28 2016-11-01 57689.6125 57693.4875 2016-01-06 57393.630556
03820424i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-06 57393.630556
0ar2145li_dkc.fits 2016-10-28 2016-11-01 57689.6 57693.4875 2016-01-07 57394.011806
03820426i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-07 57394.011806
0ar2145ni_dkc.fits 2016-10-28 2016-11-01 57689.544444 57693.4875 2016-01-08 57395.015278
03820428i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-08 57395.015278
0ar2145pi_dkc.fits 2016-10-28 2016-11-01 57689.620139 57693.4875 2016-01-09 57396.088194
0382042ai_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-09 57396.088194
0382042ci_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-10 57397.476389
0ar2145ri_dkc.fits 2016-10-28 2016-11-01 57689.588194 57693.4875 2016-01-10 57397.476389
0382042ei_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-11 57398.519444
0ar2145ti_dkc.fits 2016-10-28 2016-11-01 57689.652778 57693.4875 2016-01-11 57398.519444
0382042gi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-12 57399.067361
0ar21461i_dkc.fits 2016-10-28 2016-11-01 57689.593056 57693.4875 2016-01-12 57399.067361
0ar21463i_dkc.fits 2016-10-28 2016-11-01 57689.660417 57693.4875 2016-01-13 57400.08125
0382042ii_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-13 57400.08125
0ar21465i_dkc.fits 2016-10-28 2016-11-01 57689.624306 57693.4875 2016-01-14 57401.107639
0382042ki_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-14 57401.107639
0382042mi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-15 57402.0
0ar21467i_dkc.fits 2016-10-28 2016-11-01 57689.577778 57693.4875 2016-01-15 57402.0
0ar21469i_dkc.fits 2016-10-28 2016-11-01 57689.5625 57693.4875 2016-01-16 57403.117361
0382042oi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-16 57403.117361
0382042qi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-17 57404.024306
0ar2146bi_dkc.fits 2016-10-28 2016-11-01 57689.660417 57693.4875 2016-01-17 57404.024306
0ar2146di_dkc.fits 2016-10-28 2016-11-01 57689.608333 57693.4875 2016-01-18 57405.285417
0382042si_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-18 57405.285417
0ar2146fi_dkc.fits 2016-10-28 2016-11-01 57689.615278 57693.4875 2016-01-19 57406.017361
03820430i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-19 57406.017361
03820432i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-20 57407.03125
0ar2146hi_dkc.fits 2016-10-28 2016-11-01 57689.604167 57693.4875 2016-01-20 57407.03125
0ar2146ji_dkc.fits 2016-10-28 2016-11-01 57689.600694 57693.4875 2016-01-21 57408.060417
03820434i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-21 57408.060417
03820436i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-22 57409.1625
0ar2146li_dkc.fits 2016-10-28 2016-11-01 57689.656944 57693.4875 2016-01-22 57409.1625
0ar2146ni_dkc.fits 2016-10-28 2016-11-01 57689.620833 57693.4875 2016-01-25 57412.727778
04f1409ri_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-25 57412.727778
04f1409si_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-28 57415.084028
0ar2146pi_dkc.fits 2016-10-28 2016-11-01 57689.609028 57693.4875 2016-01-28 57415.084028
04f1409ti_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-29 57416.09375
0ar2146ri_dkc.fits 2016-10-28 2016-11-01 57689.561806 57693.4875 2016-01-29 57416.09375
04f14100i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-30 57417.0
0ar2146ti_dkc.fits 2016-10-28 2016-11-01 57689.611806 57693.4875 2016-01-30 57417.0
0ar21471i_dkc.fits 2016-10-28 2016-11-01 57689.590972 57693.4875 2016-01-31 57418.397917
04f14101i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-01-31 57418.397917
0ar21473i_dkc.fits 2016-10-28 2016-11-01 57689.6375 57693.4875 2016-02-01 57419.023611
04f14102i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-01 57419.023611
0ar21475i_dkc.fits 2016-10-28 2016-11-01 57689.544444 57693.4875 2016-02-02 57420.140972
04f14103i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-02 57420.140972
04f14104i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-03 57421.160417
0ar21477i_dkc.fits 2016-10-28 2016-11-01 57689.640278 57693.4875 2016-02-03 57421.160417
0ar21479i_dkc.fits 2016-10-28 2016-11-01 57689.543056 57693.4875 2016-02-04 57422.085417
04f14105i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-04 57422.085417
0ar2147bi_dkc.fits 2016-10-28 2016-11-01 57689.583333 57693.4875 2016-02-05 57423.002778
04f14106i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-05 57423.002778
04f14107i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-06 57424.167361
0ar2147di_dkc.fits 2016-10-28 2016-11-01 57689.633333 57693.4875 2016-02-06 57424.167361
0ar2147fi_dkc.fits 2016-10-28 2016-11-01 57689.563194 57693.4875 2016-02-06 57424.530556
04f14108i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-06 57424.530556
0ar2147hi_dkc.fits 2016-10-28 2016-11-01 57689.594444 57693.4875 2016-02-08 57426.020833
04f14109i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-08 57426.020833
04f1410bi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-09 57427.370833
0ar2147li_dkc.fits 2016-10-28 2016-11-01 57689.632639 57693.4875 2016-02-09 57427.370833
04f1410ai_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-09 57427.895833
0ar2147ji_dkc.fits 2016-10-28 2016-11-01 57689.659722 57693.4875 2016-02-09 57427.895833
0ar2147ni_dkc.fits 2016-10-28 2016-11-01 57689.618056 57693.4875 2016-02-11 57429.296528
04f1410ci_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-11 57429.296528
0ar2147pi_dkc.fits 2016-10-28 2016-11-01 57689.571528 57693.4875 2016-02-12 57430.094444
04f1410di_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-12 57430.094444
0ar2147ri_dkc.fits 2016-10-28 2016-11-01 57689.621528 57693.4875 2016-02-13 57431.555556
04f1410ei_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-13 57431.555556
0ar2147ti_dkc.fits 2016-10-28 2016-11-01 57689.607639 57693.4875 2016-02-15 57433.020833
04f1410fi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-15 57433.020833
0ar21481i_dkc.fits 2016-10-28 2016-11-01 57689.635417 57693.4875 2016-02-16 57434.00625
04f1410gi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-16 57434.00625
04f1410hi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-17 57435.002778
0ar21483i_dkc.fits 2016-10-28 2016-11-01 57689.626389 57693.4875 2016-02-17 57435.002778
04f1410ii_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-18 57436.029861
0ar21485i_dkc.fits 2016-10-28 2016-11-01 57689.581944 57693.4875 2016-02-18 57436.029861
04f1410ji_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-18 57436.45
0ar21487i_dkc.fits 2016-10-28 2016-11-01 57689.629861 57693.4875 2016-02-18 57436.45
04f1410ki_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-22 57440.506944
0ar21489i_dkc.fits 2016-10-28 2016-11-01 57689.636806 57693.4875 2016-02-22 57440.506944
04f1410li_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-24 57442.340278
0ar2148bi_dkc.fits 2016-10-28 2016-11-01 57689.58125 57693.4875 2016-02-24 57442.340278
04f1410mi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-25 57443.268056
0ar2148di_dkc.fits 2016-10-28 2016-11-01 57689.597917 57693.4875 2016-02-25 57443.268056
04f1410ni_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-26 57444.326389
0ar2148fi_dkc.fits 2016-10-28 2016-11-01 57689.546528 57693.4875 2016-02-26 57444.326389
04f1410oi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-28 57446.120139
0ar2148hi_dkc.fits 2016-10-28 2016-11-01 57689.550694 57693.4875 2016-02-28 57446.120139
0ar2148ji_dkc.fits 2016-10-28 2016-11-01 57689.554167 57693.4875 2016-02-28 57446.380556
04f1410pi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-28 57446.380556
04f1410qi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-02-29 57447.41875
0ar2148li_dkc.fits 2016-10-28 2016-11-01 57689.59375 57693.4875 2016-02-29 57447.41875
0ar2148ni_dkc.fits 2016-10-28 2016-11-01 57689.64375 57693.4875 2016-03-02 57449.291667
04f1410ri_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-02 57449.291667
0ar2148pi_dkc.fits 2016-10-28 2016-11-01 57689.571528 57693.4875 2016-03-04 57451.313194
04f1410si_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-04 57451.313194
0ar2148ri_dkc.fits 2016-10-28 2016-11-01 57689.586111 57693.4875 2016-03-06 57453.0
04f1410ti_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-06 57453.0
04f14110i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-06 57453.672222
0ar2148ti_dkc.fits 2016-10-28 2016-11-01 57689.556944 57693.4875 2016-03-06 57453.672222
04f14111i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-07 57454.215972
0ar21491i_dkc.fits 2016-10-28 2016-11-01 57689.548611 57693.4875 2016-03-07 57454.215972
04f14112i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-09 57456.056944
0ar21493i_dkc.fits 2016-10-28 2016-11-01 57689.63125 57693.4875 2016-03-09 57456.056944
0ar21495i_dkc.fits 2016-10-28 2016-11-01 57689.638194 57693.4875 2016-03-09 57456.208333
04f14113i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-09 57456.208333
0ar21497i_dkc.fits 2016-10-28 2016-11-01 57689.638889 57693.4875 2016-03-10 57457.268056
04f14114i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-10 57457.268056
04f14115i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-12 57459.1125
0ar21499i_dkc.fits 2016-10-28 2016-11-01 57689.588194 57693.4875 2016-03-12 57459.1125
04f14116i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-13 57460.052083
0ar2149bi_dkc.fits 2016-10-28 2016-11-01 57689.566667 57693.4875 2016-03-13 57460.052083
04f14117i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-14 57461.027083
0ar2149di_dkc.fits 2016-10-28 2016-11-01 57689.650694 57693.4875 2016-03-14 57461.027083
04f14118i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-15 57462.063889
0ar2149fi_dkc.fits 2016-10-28 2016-11-01 57689.647222 57693.4875 2016-03-15 57462.063889
0ar2149hi_dkc.fits 2016-10-28 2016-11-01 57689.585417 57693.4875 2016-03-16 57463.0
04f14119i_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-16 57463.0
04f1411bi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-17 57464.077778
0ar2149li_dkc.fits 2016-10-28 2016-11-01 57689.625 57693.4875 2016-03-17 57464.077778
0ar2149ji_dkc.fits 2016-10-28 2016-11-01 57689.552778 57693.4875 2016-03-17 57464.407639
04f1411ai_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-17 57464.407639
04f1411ci_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-19 57466.191667
0ar2149ni_dkc.fits 2016-10-28 2016-11-01 57689.619444 57693.4875 2016-03-19 57466.191667
04f1411di_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-20 57467.252778
0ar2149pi_dkc.fits 2016-10-28 2016-11-01 57689.647222 57693.4875 2016-03-20 57467.252778
04f1411ei_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-21 57468.357639
0ar2149ri_dkc.fits 2016-10-28 2016-11-01 57689.570139 57693.4875 2016-03-21 57468.357639
0ar2149ti_dkc.fits 2016-10-28 2016-11-01 57689.577778 57693.4875 2016-03-24 57471.467361
04f1411fi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-24 57471.467361
0ar21501i_dkc.fits 2016-10-28 2016-11-01 57689.555556 57693.4875 2016-03-26 57473.429167
04f1411gi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-26 57473.429167
04f1411hi_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-28 57475.020833
0ar21503i_dkc.fits 2016-10-28 2016-11-01 57689.580556 57693.4875 2016-03-28 57475.020833
04f1411ii_dkc.fits 0000-00-00 0000-00-00 NA NA 2016-03-29 57476.026389
0ar21505i_dkc.fits 2016-10-28 2016-11-01 57689.546528 57693.4875 2016-03-29 57476.026389
